iter	Passed	Remaining
901	2949	320
902	2952	317
903	2955	313
904	2958	310
905	2961	307
906	2964	304
907	2967	300
908	2970	297
909	2973	294
910	2976	290
911	2979	287
912	2982	284
913	2984	280
914	2988	277
915	2990	274
916	2993	270
917	2997	267
918	3000	264
919	3003	261
920	3006	257
921	3009	254
922	3012	251
923	3015	248
924	3018	244
925	3021	241
926	3024	238
927	3027	234
928	3029	231
929	3032	228
930	3035	224
931	3038	221
932	3041	218
933	3045	215
934	3048	211
935	3052	208
936	3055	205
937	3058	202
938	3061	198
939	3065	195
940	3068	192
941	3071	189
942	3074	185
943	3077	182
944	3080	179
945	3083	176
946	3086	172
947	3089	169
948	3092	166
949	3095	162
950	3098	159
951	3102	156
952	3105	153
953	3108	149
954	3111	146
955	3114	143
956	3116	140
957	3119	136
958	3122	133
959	3125	130
960	3128	126
961	3131	123
962	3133	120
963	3136	117
964	3139	113
965	3143	110
966	3146	107
967	3149	104
968	3152	100
969	3155	97
970	3158	94
971	3161	91
972	3164	87
973	3167	84
974	3170	81
975	3173	78
976	3176	74
977	3179	71
978	3182	68
979	3185	65
980	3188	61
981	3191	58
982	3194	55
983	3197	51
984	3200	48
985	3203	45
986	3207	42
987	3210	38
988	3212	35
989	3215	32
990	3218	29
991	3221	25
992	3224	22
993	3227	19
994	3230	16
995	3233	12
996	3236	9
997	3239	6
998	3242	3
999	3245	0
